sample_id,condition,question,answer,ground_truth,is_correct,vqa_accuracy_score,confidence,consistency,hallucination_flag,selected_pass,pass1_answer,pass2_answer,pass3_answer,latency_total_s,latency_pass1_s,latency_pass2_s,latency_pass3_s,gpu_util_avg_pct,peak_gpu_mem_gb,num_model_calls,modality
synth_no_pass3_00513,no_pass3,What color is the small circle?,green,olive | olive | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.4805,0.3036,0.1667,0.0,42.5,9.05,2,image+text
synth_no_pass3_00514,no_pass3,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5451,0.32,0.2143,0.0,42.5,9.05,2,image+text
synth_no_pass3_00515,no_pass3,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.7433,0.353,0.3795,0.0,45.0,9.05,2,image+text
synth_no_pass3_00516,no_pass3,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark background,0.4793,0.2576,0.2106,0.0,39.5,9.05,2,image+text
synth_no_pass3_00517,no_pass3,What color is the large rectangle?,red,maroon | maroon | dark red,True,0.3333,1.0,1.0,False,1,red,red,red,0.5313,0.3063,0.2146,0.0,44.5,9.05,2,image+text
synth_no_pass3_00518,no_pass3,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,the dominant color in this image is yellow,0.9535,0.4926,0.4499,0.0,42.0,9.05,2,image+text
synth_no_pass3_00519,no_pass3,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,0.6,0.6667,True,1,the dominant color in this image,orange,the dominant color in this image,0.7352,0.4001,0.3241,0.0,42.0,9.05,2,image+text
synth_no_pass3_00520,no_pass3,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,the dominant color in this image is purple,0.9277,0.5147,0.4016,0.0,35.0,9.05,2,image+text
synth_no_pass3_00521,no_pass3,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,0.6,0.6667,True,1,the dominant color in this image,orange,the dominant color in this image,0.7164,0.3984,0.3066,0.0,42.0,9.05,2,image+text
synth_no_pass3_00522,no_pass3,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark background,0.494,0.2693,0.2139,0.0,42.5,9.05,2,image+text
synth_no_pass3_00523,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4845,0.26,0.2135,0.0,42.0,9.05,2,image+text
synth_no_pass3_00524,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.9452,0.4421,0.4922,0.0,39.0,9.05,2,image+text
synth_no_pass3_00525,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.5081,0.2588,0.2384,0.0,41.0,9.05,2,image+text
synth_no_pass3_00526,no_pass3,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue is the dominant color in this image,0.9922,0.4871,0.4941,0.0,41.0,9.05,2,image+text
synth_no_pass3_00527,no_pass3,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,a yellow square,large rectangle,a yellow square,0.5302,0.3065,0.2134,0.0,39.5,9.05,2,image+text
synth_no_pass3_00528,no_pass3,What color is the large rectangle?,brown color,brown | brown | brown,True,1.0,1.0,1.0,False,1,brown color,brown color,brown color,0.5318,0.2598,0.2617,0.0,44.0,9.05,2,image+text
synth_no_pass3_00529,no_pass3,Is the background color light or dark?,a dark background,dark | dark | medium,True,0.6667,1.0,1.0,False,1,a dark background,a dark background,a dark background,0.6242,0.3057,0.3076,0.0,47.0,9.05,2,image+text
synth_no_pass3_00530,no_pass3,Is the background color light or dark?,dark background,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark background,dark background,dark background,0.484,0.2606,0.2125,0.0,47.0,9.05,2,image+text
synth_no_pass3_00531,no_pass3,What color is the large rectangle?,the large rectangle is green,green | green | green,True,1.0,1.0,1.0,False,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.7373,0.3503,0.3757,0.0,45.5,9.05,2,image+text
synth_no_pass3_00532,no_pass3,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5819,0.3083,0.2629,0.0,44.0,9.05,2,image+text
synth_no_pass3_00533,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9445,0.4443,0.4888,0.0,41.0,9.05,2,image+text
synth_no_pass3_00534,no_pass3,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,the dominant color in this image is yellow,0.9428,0.4911,0.441,0.0,38.0,9.05,2,image+text
synth_no_pass3_00535,no_pass3,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5718,0.3017,0.2596,0.0,39.0,9.05,2,image+text
synth_no_pass3_00536,no_pass3,Is there a green shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4825,0.2579,0.2141,0.0,42.5,9.05,2,image+text
synth_no_pass3_00537,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5296,0.3056,0.2137,0.0,43.0,9.05,2,image+text
synth_no_pass3_00538,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.947,0.4421,0.493,0.0,40.5,9.05,2,image+text
synth_no_pass3_00539,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.488,0.2627,0.2149,0.0,43.5,9.05,2,image+text
synth_no_pass3_00540,no_pass3,Is the background color light or dark?,dark,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark,dark,dark,0.4583,0.2321,0.2148,0.0,35.5,9.05,2,image+text
synth_no_pass3_00541,no_pass3,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.48,0.3033,0.1658,0.0,43.0,9.05,2,image+text
synth_no_pass3_00542,no_pass3,Is there a green shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.55,0.2799,0.2598,0.0,44.0,9.05,2,image+text
synth_no_pass3_00543,no_pass3,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,the dominant color in this image is purple,0.8967,0.488,0.3977,0.0,41.0,9.05,2,image+text
synth_no_pass3_00544,no_pass3,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4758,0.2554,0.2102,0.0,40.0,9.05,2,image+text
synth_no_pass3_00545,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,is the circle on the left side,is the circle on the left side,0.9362,0.4414,0.484,0.0,40.5,9.05,2,image+text
synth_no_pass3_00546,no_pass3,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,the dominant color in this image is yellow,0.9623,0.5024,0.449,0.0,38.5,9.05,2,image+text
synth_no_pass3_00547,no_pass3,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,the dominant color in this image is purple,0.9124,0.4949,0.4067,0.0,40.0,9.05,2,image+text
synth_no_pass3_00548,no_pass3,What color is the large rectangle?,the large rectangle is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the large rectangle is purple,the large rectangle is purple,the large rectangle is purple,0.703,0.3459,0.3465,0.0,43.0,9.05,2,image+text
synth_no_pass3_00549,no_pass3,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.703,0.3461,0.3459,0.0,46.0,9.05,2,image+text
synth_no_pass3_00550,no_pass3,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5361,0.3102,0.2151,0.0,45.5,9.05,2,image+text
synth_no_pass3_00551,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.4905,0.2604,0.2193,0.0,44.0,9.05,2,image+text
synth_no_pass3_00552,no_pass3,What color is the circle?,the circle is green,olive | olive | brown,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.6265,0.3085,0.3073,0.0,42.0,9.05,2,image+text
synth_no_pass3_00553,no_pass3,What color is the circle?,red,maroon | dark red | red,True,0.6667,1.0,1.0,False,1,red,red,red,0.4844,0.3057,0.1675,0.0,39.0,9.05,2,image+text
synth_no_pass3_00554,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8542,0.49,0.3534,0.0,43.0,9.05,2,image+text
synth_no_pass3_00555,no_pass3,What color is the circle?,pink,pink | pink | pink,True,1.0,1.0,1.0,False,1,pink,pink,pink,0.5366,0.2629,0.263,0.0,47.0,9.05,2,image+text
synth_no_pass3_00556,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5352,0.3096,0.2152,0.0,47.0,9.05,2,image+text
synth_no_pass3_00557,no_pass3,What is the dominant color in this image?,the dominant color in this image is yellow,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,the dominant color in this image is yellow,a dominant color in this image,the dominant color in this image is yellow,0.9495,0.4933,0.4447,0.0,46.5,9.05,2,image+text
synth_no_pass3_00558,no_pass3,Is there a purple shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.4795,0.2578,0.2109,0.0,42.0,9.05,2,image+text
synth_no_pass3_00559,no_pass3,What color is the large rectangle?,a yellow square,yellow | yellow | yellow,True,1.0,0.6,0.6667,False,1,a yellow square,large rectangle,a yellow square,0.528,0.3031,0.2143,0.0,43.5,9.05,2,image+text
synth_no_pass3_00560,no_pass3,What is the dominant color in this image?,a blue background,navy | navy | blue | dark blue,True,0.6667,1.0,1.0,False,1,a blue background,navy blue,a blue background,0.5569,0.3293,0.2165,0.0,42.5,9.05,2,image+text
synth_no_pass3_00561,no_pass3,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5724,0.3039,0.2581,0.0,41.5,9.05,2,image+text
synth_no_pass3_00562,no_pass3,Is there a green shape in this image?,yes,no | no | no,False,0.0,1.0,1.0,True,1,yes,yes,yes,0.4758,0.2543,0.2116,0.0,46.5,9.05,2,image+text
synth_no_pass3_00563,no_pass3,Is there a purple shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.4795,0.2558,0.2132,0.0,46.0,9.05,2,image+text
synth_no_pass3_00564,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8612,0.4907,0.36,0.0,45.5,9.05,2,image+text
synth_no_pass3_00565,no_pass3,What color is the small circle?,green,olive | olive | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.4827,0.3042,0.1679,0.0,46.0,9.05,2,image+text
synth_no_pass3_00566,no_pass3,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.7133,0.3498,0.3525,0.0,46.0,9.05,2,image+text
synth_no_pass3_00567,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8565,0.493,0.3522,0.0,46.0,9.05,2,image+text
synth_no_pass3_00568,no_pass3,What color is the large rectangle?,a large rectangle,pink | pink | pink,False,0.0,0.6,0.6667,True,1,a large rectangle,pink,a large rectangle,0.5234,0.3012,0.2105,0.0,40.0,9.05,2,image+text
synth_no_pass3_00569,no_pass3,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,0.9991,0.4951,0.4928,0.0,39.5,9.05,2,image+text
synth_no_pass3_00570,no_pass3,What color is the background?,gray,gray | gray | grey,True,0.6667,1.0,1.0,False,1,gray,gray,gray,0.4532,0.2309,0.2114,0.0,42.5,9.05,2,image+text
synth_no_pass3_00571,no_pass3,What is the dominant color in this image?,the dominant color in this image is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the dominant color in this image is purple,the dominant color is purple,the dominant color in this image is purple,0.8972,0.4847,0.4013,0.0,46.0,9.05,2,image+text
synth_no_pass3_00572,no_pass3,What color is the large rectangle?,the large rectangle is blue,teal | teal | green,False,0.0,1.0,1.0,True,1,the large rectangle is blue,the large rectangle is blue,the large rectangle is blue,0.7171,0.353,0.3529,0.0,44.5,9.05,2,image+text
synth_no_pass3_00573,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,olive | olive | green | dark green,True,0.6667,1.0,1.0,False,1,the dominant color in this image is green,the dominant color in this image is green,the dominant color in this image is green,0.9978,0.4937,0.4933,0.0,41.0,9.05,2,image+text
synth_no_pass3_00574,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4889,0.2628,0.2157,0.0,39.5,9.05,2,image+text
synth_no_pass3_00575,no_pass3,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.5064,0.3247,0.1714,0.0,42.0,9.05,2,image+text
synth_no_pass3_00576,no_pass3,What is the dominant color in this image?,burgundy,maroon | maroon | dark red,False,0.0,1.0,1.0,True,1,burgundy,burgundy,burgundy,0.721,0.4019,0.3076,0.0,44.5,9.05,2,image+text
synth_no_pass3_00577,no_pass3,What color is the small circle?,green,olive | olive | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.4889,0.3072,0.1712,0.0,45.5,9.05,2,image+text
synth_no_pass3_00578,no_pass3,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,0.9931,0.4898,0.4925,0.0,41.0,9.05,2,image+text
synth_no_pass3_00579,no_pass3,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5773,0.3058,0.261,0.0,38.0,9.05,2,image+text
synth_no_pass3_00580,no_pass3,What color is the background?,navy blue,navy | dark blue | blue,True,0.6667,1.0,1.0,False,1,navy blue,navy blue,navy blue,0.4585,0.2323,0.2152,0.0,46.5,9.05,2,image+text
synth_no_pass3_00581,no_pass3,Is the background color light or dark?,dark,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark,dark,dark,0.436,0.2107,0.215,0.0,46.0,9.05,2,image+text
synth_no_pass3_00582,no_pass3,Is there a red shape in this image?,yes,no | no | no,False,0.0,0.6,0.6667,True,1,yes,no,yes,0.5336,0.286,0.2371,0.0,45.0,9.05,2,image+text
synth_no_pass3_00583,no_pass3,Is the background color light or dark?,dark,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark,dark,dark,0.4337,0.2114,0.2119,0.0,45.0,9.05,2,image+text
synth_no_pass3_00584,no_pass3,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue is the dominant color in this image,0.9891,0.4882,0.4906,0.0,42.0,9.05,2,image+text
synth_no_pass3_00585,no_pass3,What color is the small circle?,green,olive | olive | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.5066,0.3283,0.1677,0.0,37.0,9.05,2,image+text
synth_no_pass3_00586,no_pass3,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4863,0.261,0.2148,0.0,41.0,9.05,2,image+text
synth_no_pass3_00587,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4933,0.2593,0.2231,0.0,44.5,9.05,2,image+text
synth_no_pass3_00588,no_pass3,What color is the large rectangle?,a large rectangle,pink | pink | pink,False,0.0,0.6,0.6667,True,1,a large rectangle,pink,a large rectangle,0.5314,0.3065,0.2138,0.0,43.5,9.05,2,image+text
synth_no_pass3_00589,no_pass3,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.7187,0.3532,0.3549,0.0,41.5,9.05,2,image+text
synth_no_pass3_00590,no_pass3,What color is the large rectangle?,navy blue,navy | dark blue | navy,True,0.3333,1.0,1.0,False,1,navy blue,navy blue,navy blue,0.4404,0.2138,0.2156,0.0,42.5,9.05,2,image+text
synth_no_pass3_00591,no_pass3,What is the dominant color in this image?,cyan,cyan | cyan | blue,True,0.6667,0.6,0.6667,False,1,cyan,blue,cyan,0.5302,0.3075,0.2121,0.0,43.0,9.05,2,image+text
synth_no_pass3_00592,no_pass3,What color is the circle?,a red circle,brown | brown | maroon,False,0.0,0.6,0.6667,True,1,a red circle,maroon,a red circle,0.5817,0.3029,0.2678,0.0,40.0,9.05,2,image+text
synth_no_pass3_00593,no_pass3,What is the dominant color in this image?,cyan,cyan | cyan | blue,True,0.6667,0.6,0.6667,False,1,cyan,blue,cyan,0.5338,0.3087,0.2144,0.0,40.0,9.05,2,image+text
synth_no_pass3_00594,no_pass3,What color is the large rectangle?,the large rectangle is blue,teal | teal | green,False,0.0,1.0,1.0,True,1,the large rectangle is blue,the large rectangle is blue,the large rectangle is blue,0.7547,0.3762,0.3679,0.0,41.0,9.05,2,image+text
synth_no_pass3_00595,no_pass3,Is the circle on the left or right side?,a circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,a circle on the left side,right side,a circle on the left side,0.7204,0.4911,0.2184,0.0,40.0,9.05,2,image+text
synth_no_pass3_00596,no_pass3,What color is the large rectangle?,the large rectangle is green,olive | olive | dark yellow,False,0.0,1.0,1.0,True,1,the large rectangle is green,the large rectangle is green,the large rectangle is green,0.7214,0.3551,0.3533,0.0,42.5,9.05,2,image+text
synth_no_pass3_00597,no_pass3,What color is the large rectangle?,red,maroon | maroon | dark red,True,0.3333,1.0,1.0,False,1,red,red,red,0.5649,0.3122,0.2419,0.0,43.0,9.05,2,image+text
synth_no_pass3_00598,no_pass3,What color is the large rectangle?,green,lime | lime | green,True,0.3333,1.0,1.0,False,1,green,green,green,0.4836,0.3048,0.1684,0.0,41.0,9.05,2,image+text
synth_no_pass3_00599,no_pass3,What is the dominant color in this image?,red is the dominant color in this image,red | red | red,True,1.0,1.0,1.0,False,1,red is the dominant color in this image,red is the dominant color in this image,red is the dominant color in this image,1.001,0.4985,0.4917,0.0,44.0,9.05,2,image+text
synth_no_pass3_00600,no_pass3,What color is the large rectangle?,the large rectangle is purple,purple | purple | purple,True,1.0,1.0,1.0,False,1,the large rectangle is purple,the large rectangle is purple,the large rectangle is purple,0.7296,0.371,0.3476,0.0,42.5,9.05,2,image+text
synth_no_pass3_00601,no_pass3,Is the background color light or dark?,dark blue,dark | dark | dark,False,0.0,1.0,1.0,True,1,dark blue,dark blue,dark blue,0.4434,0.2101,0.2227,0.0,47.5,9.05,2,image+text
synth_no_pass3_00602,no_pass3,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5276,0.3033,0.2141,0.0,46.5,9.05,2,image+text
synth_no_pass3_00603,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9429,0.4419,0.4896,0.0,41.5,9.05,2,image+text
synth_no_pass3_00604,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5308,0.3049,0.2152,0.0,38.0,9.05,2,image+text
synth_no_pass3_00605,no_pass3,What color is the background?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.5301,0.3064,0.2133,0.0,41.0,9.05,2,image+text
synth_no_pass3_00606,no_pass3,What color is the background?,navy blue,navy | dark blue | blue,True,0.6667,1.0,1.0,False,1,navy blue,navy blue,navy blue,0.4367,0.2122,0.2141,0.0,44.5,9.05,2,image+text
synth_no_pass3_00607,no_pass3,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,0.6,0.6667,True,1,the dominant color in this image,orange,the dominant color in this image,0.7171,0.3976,0.3083,0.0,45.0,9.05,2,image+text
synth_no_pass3_00608,no_pass3,Is the circle on the left or right side?,is the circle on the left side,right | right | right,False,0.0,0.6,0.6667,True,1,is the circle on the left side,right side,is the circle on the left side,0.7705,0.4542,0.3051,0.0,42.5,9.05,2,image+text
synth_no_pass3_00609,no_pass3,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5786,0.3064,0.2618,0.0,42.5,9.05,2,image+text
synth_no_pass3_00610,no_pass3,Is the background color light or dark?,dark,light | light | light,False,0.0,0.6,0.6667,True,1,dark,light,dark,0.438,0.2128,0.2143,0.0,46.0,9.05,2,image+text
synth_no_pass3_00611,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | center,True,0.6667,0.6,0.6667,False,1,is the circle on the left side,right side,is the circle on the left side,0.7652,0.4468,0.3076,0.0,45.5,9.05,2,image+text
synth_no_pass3_00612,no_pass3,What color is the large rectangle?,the large rectangle is white,white | white | white,True,1.0,1.0,1.0,False,1,the large rectangle is white,the large rectangle is white,the large rectangle is white,0.7236,0.3519,0.3606,0.0,45.5,9.05,2,image+text
synth_no_pass3_00613,no_pass3,What is the dominant color in this image?,blue is the dominant color in this image,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue is the dominant color in this image,blue is the dominant color in this image,blue is the dominant color in this image,0.9887,0.4875,0.4901,0.0,43.0,9.05,2,image+text
synth_no_pass3_00614,no_pass3,What is the dominant color in this image?,the dominant color in this image is green,green | green | green,True,1.0,1.0,1.0,False,1,the dominant color in this image is green,the dominant color is green,the dominant color in this image is green,0.8509,0.4897,0.3498,0.0,38.5,9.05,2,image+text
synth_no_pass3_00615,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4828,0.2593,0.2129,0.0,41.5,9.05,2,image+text
synth_no_pass3_00616,no_pass3,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.6219,0.3045,0.3061,0.0,46.5,9.05,2,image+text
synth_no_pass3_00617,no_pass3,What color is the background?,white,white | white | white,True,1.0,1.0,1.0,False,1,white,white,white,0.4846,0.3059,0.1679,0.0,46.5,9.05,2,image+text
synth_no_pass3_00618,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.4833,0.2581,0.2144,0.0,45.5,9.05,2,image+text
synth_no_pass3_00619,no_pass3,Is the circle on the left or right side?,is the circle on the left side,left | left | left,True,1.0,1.0,1.0,False,1,is the circle on the left side,Is the circle on the left side,is the circle on the left side,0.9303,0.4367,0.4828,0.0,42.5,9.05,2,image+text
synth_no_pass3_00620,no_pass3,What color is the circle?,red,maroon | dark red | red,True,0.6667,1.0,1.0,False,1,red,red,red,0.4992,0.3212,0.167,0.0,38.5,9.05,2,image+text
synth_no_pass3_00621,no_pass3,What is the dominant color in this image?,the dominant color in this image is blue,teal | teal | cyan | blue-green,False,0.0,1.0,1.0,True,1,the dominant color in this image is blue,the dominant color is blue,the dominant color in this image is blue,0.8942,0.4849,0.3988,0.0,38.0,9.05,2,image+text
synth_no_pass3_00622,no_pass3,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5745,0.3034,0.2607,0.0,39.5,9.05,2,image+text
synth_no_pass3_00623,no_pass3,What color is the circle in this image?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.4808,0.258,0.2121,0.0,43.5,9.05,2,image+text
synth_no_pass3_00624,no_pass3,Is the background color light or dark?,dark,dark | dark | dark,True,1.0,1.0,1.0,False,1,dark,dark,dark,0.4366,0.2127,0.2132,0.0,46.0,9.05,2,image+text
synth_no_pass3_00625,no_pass3,What is the dominant color in this image?,the dominant color in this image,orange | orange | orange,False,0.0,0.6,0.6667,True,1,the dominant color in this image,orange,the dominant color in this image,0.7107,0.3949,0.3048,0.0,43.0,9.05,2,image+text
synth_no_pass3_00626,no_pass3,What color is the circle?,a red circle,brown | brown | maroon,False,0.0,0.6,0.6667,True,1,a red circle,maroon,a red circle,0.5744,0.3039,0.26,0.0,42.0,9.05,2,image+text
synth_no_pass3_00627,no_pass3,What is the dominant color in this image?,a blue background,navy | navy | blue | dark blue,True,0.6667,1.0,1.0,False,1,a blue background,navy blue,a blue background,0.5353,0.3136,0.2109,0.0,42.0,9.05,2,image+text
synth_no_pass3_00628,no_pass3,What color is the large rectangle?,red,maroon | maroon | dark red,True,0.3333,1.0,1.0,False,1,red,red,red,0.5251,0.3038,0.2098,0.0,43.5,9.05,2,image+text
synth_no_pass3_00629,no_pass3,Is there a green shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5221,0.256,0.2558,0.0,44.5,9.05,2,image+text
synth_no_pass3_00630,no_pass3,What color is the large rectangle?,navy blue,navy | dark blue | navy,True,0.3333,1.0,1.0,False,1,navy blue,navy blue,navy blue,0.438,0.2128,0.2146,0.0,41.5,9.05,2,image+text
synth_no_pass3_00631,no_pass3,What color is the large rectangle?,red,red | red | red,True,1.0,1.0,1.0,False,1,red,red,red,0.5287,0.3042,0.214,0.0,42.5,9.05,2,image+text
synth_no_pass3_00632,no_pass3,What color is the circle?,the circle is green,cyan | cyan | teal | teal,False,0.0,1.0,1.0,True,1,the circle is green,the circle is green,the circle is green,0.6348,0.3184,0.3052,0.0,39.5,9.05,2,image+text
synth_no_pass3_00633,no_pass3,Is there a red shape in this image?,yes,yes | yes | yes,True,1.0,1.0,1.0,False,1,yes,yes,yes,0.5268,0.3046,0.2119,0.0,41.0,9.05,2,image+text
synth_no_pass3_00634,no_pass3,What color is the large rectangle?,blue,blue | blue | blue,True,1.0,1.0,1.0,False,1,blue,blue,blue,0.481,0.2578,0.213,0.0,44.0,9.05,2,image+text
synth_no_pass3_00635,no_pass3,What color is the circle in this image?,yellow,yellow | yellow | yellow,True,1.0,1.0,1.0,False,1,yellow,yellow,yellow,0.5735,0.3036,0.2599,0.0,44.0,9.05,2,image+text
